bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
294,230.64,822.36,1,junction,,（340501）,False,
295,217.32,453.0,1,generator,発電所,（341005）,False,
296,407.96,557.64,1,generator,発電所,（341110）,False,
297,264.84,578.28,1,generator,発電所,（340905）,False,
298,274.44,569.4,1,generator,発電所,（340905）,False,
299,274.44,1063.441,1,generator,発電所,（340308）,False,
300,288.0,1062.481,1,junction,,丸森,False,
301,513.0,315.12,1,substation_or_sw,開閉所,佐沼,False,
302,510.6,332.28,1,substation_or_sw,変電所,佐沼,False,
303,492.24,1011.841,1,junction,,開閉所,False,
304,514.8,1011.841,1,junction,,開閉所,False,
305,452.76,722.04,1,generator,発電所,多賀城,False,
306,148.44,1025.401,1,generator,発電所,（340305）,False,
307,163.8,1025.281,1,junction,,（340305）,True,W/S
308,306.96,716.16,1,substation_or_sw,開閉所,本町,False,
309,326.84,715.36,3,substation_or_sw,開閉所,勾当台,False,
310,218.52,787.5,2,generator,発電所,（340503）,False,
311,308.64,166.56,1,generator,発電所,（341016）,False,
312,263.76,225.72,1,generator,発電所,（341014）,False,
313,183.84,444.84,1,generator,発電所,（341026）,False,
314,231.48,620.1,0,substation_or_sw,変電所,明通,False,
315,98.04,958.201,1,junction,,（340301）,True,W/S
316,214.14,725.88,2,substation_or_sw,開閉所,愛子,False,
317,266.76,808.08,1,substation_or_sw,開閉所,（340506）,False,
318,279.36,799.08,1,generator,発電所,（340504）,False,
319,718.77,418.23,4,substation_or_sw,変電所,五ツ橋,False,
320,707.52,408.96,2,substation_or_sw,変電所,,False,
321,712.65,383.535,4,substation_or_sw,変電所,錦町,False,
322,706.8,361.56,2,substation_or_sw,変電所,仙台市内３３ｋV系統図,False,
323,744.0,363.274,7,substation_or_sw,開閉所,錦町,False,
324,731.52,436.86,4,substation_or_sw,変電所,五ツ橋,False,
325,754.44,439.584,5,substation_or_sw,開閉所,五ツ橋,False,
326,782.58,415.62,2,substation_or_sw,変電所,五ツ橋,False,
327,769.86,407.58,2,substation_or_sw,変電所,五ツ橋,False,
328,746.33,302.4,0,substation_or_sw,開閉所,仙台市内３３ｋV系統図,False,
329,512.75,446.34,0,substation_or_sw,開閉所,箟岳,False,
330,291.489,818.098,2,substation_or_sw,変電所,（340504）,False,
331,493.56,958.441,1,junction,,,False,
332,503.76,958.441,3,junction,,変電所,False,
333,516.24,958.441,1,junction,,変電所,True,S
334,503.76,983.401,1,substation_or_sw,開閉所,変電所,False,
335,503.39,1037.581,0,substation_or_sw,変電所,発電所,False,
336,218.87,211.02,0,generator,発電所,（341020）,False,
337,504.35,1075.021,0,generator,発電所,発電所,False,
338,432.96,326.7,1,generator,発電所,,False,
339,436.5,636.9,1,generator,発電所,,False,
340,415.62,509.04,1,generator,発電所,,False,
341,311.04,235.8,1,generator,発電所,,False,
342,497.28,578.34,1,generator,発電所,,False,
