line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type,length_km,r_pu,x_pu,b_pu,rating_mva,region,is_transformer
L0110,30095,30128,66,15.24,False,"[[425.76, 345.0], [441.0, 345.0]]",actual,1.524,0.00105,0.0134,0.0001819,50.0,04,
432B,30098,30099,66,19.374,False,"[[230.16, 957.241], [221.64, 974.641]]",actual,1.9374,0.001334,0.017035,0.00023124,50.0,04,
L0111,30102,30103,66,71.78,False,"[[634.08, 544.68], [678.48, 540.84], [694.56, 551.52], [701.88, 548.52]]",actual,7.178,0.004944,0.063112,0.00085673,50.0,04,
L0112,30102,30104,66,23.318,False,"[[618.0, 530.16], [634.8, 541.8], [634.8, 544.68]]",actual,2.3318,0.001606,0.020502,0.00027831,50.0,04,
L0113,30102,30146,66,18.048,False,"[[634.92, 543.96], [632.88, 550.08], [634.92, 553.92], [632.52, 560.76]]",actual,1.8048,0.001243,0.015869,0.00021541,50.0,04,
L0114,30103,30162,66,120.189,False,"[[702.24, 547.8], [709.68, 580.8], [717.84, 588.72], [726.0, 604.44], [726.72, 613.08], [737.64, 624.84], [738.36, 639.0], [744.48, 645.36], [748.56, 654.0]]",actual,12.0189,0.008277,0.105676,0.00143451,50.0,04,
L0115,30104,30161,66,13.339,False,"[[615.84, 514.56], [613.92, 527.76]]",actual,1.3339,0.000919,0.011728,0.00015921,50.0,04,
481C,30105,30106,66,24.216,False,"[[439.08, 625.44], [448.68, 638.16], [456.96, 638.16]]",actual,2.4216,0.001668,0.021292,0.00028903,50.0,04,
L0116,30107,30108,66,38.902,False,"[[437.88, 597.48], [440.28, 586.56], [444.96, 588.48], [443.76, 602.4], [450.84, 607.44]]",actual,3.8902,0.002679,0.034204,0.00046431,50.0,04,
L0117,30112,30113,66,19.299,False,"[[297.48, 912.36], [304.44, 912.36], [306.0, 924.6]]",actual,1.9299,0.001329,0.016969,0.00023034,50.0,04,
L0118,30114,30115,66,69.123,False,"[[546.36, 481.92], [615.48, 481.32]]",actual,6.9123,0.004761,0.060776,0.00082501,50.0,04,
L0119,30115,30132,66,68.259,False,"[[617.76, 485.16], [617.76, 492.6], [631.56, 491.64], [631.596, 491.226], [631.632, 490.812], [631.668, 490.398], [631.704, 489.984], [631.74, 489.57], [631.776, 489.156], [631.812, 488.742], [631.848, 488.328], [631.884, 487.914], [631.92, 487.5], [631.956, 487.086], [631.992, 486.672], [632.028, 486.258], [632.064, 485.844], [632.1, 485.43], [632.136, 485.016], [632.172, 484.602], [632.208, 484.188], [632.244, 483.774], [632.28, 483.36], [642.48, 476.88], [651.12, 479.64], [662.64, 466.44]]",actual,6.8259,0.004701,0.060017,0.0008147,50.0,04,
L0120,30116,30117,66,31.872,False,"[[354.24, 358.8], [358.32, 364.32], [364.56, 360.84], [374.04, 363.48], [381.48, 366.48]]",actual,3.1872,0.002195,0.028023,0.00038041,50.0,04,
L0121,30116,30243,66,14.758,False,"[[363.84, 348.96], [357.24, 362.16]]",actual,1.4758,0.001016,0.012976,0.00017614,50.0,04,
L0122,30117,30118,66,16.093,False,"[[381.48, 366.48], [396.84, 371.28]]",actual,1.6093,0.001108,0.01415,0.00019208,50.0,04,
L0123,30119,30120,66,97.43,False,"[[385.8, 217.8], [384.36, 234.36], [388.2, 236.04], [389.64, 247.2], [387.36, 251.52], [387.36, 257.64], [385.92, 262.8], [392.76, 275.64], [402.6, 287.76], [402.875, 288.136], [403.226, 288.644], [403.644, 289.269], [404.122, 289.995], [404.649, 290.809], [405.219, 291.696], [405.822, 292.641], [406.45, 293.629], [407.093, 294.647], [407.745, 295.68], [408.396, 296.713], [409.037, 297.731], [409.66, 298.719], [410.257, 299.665], [410.818, 300.551], [411.336, 301.365], [411.802, 302.092], [412.207, 302.716], [412.542, 303.224], [412.8, 303.6]]",actual,9.743,0.00671,0.085665,0.00116287,50.0,04,
L0124,30119,30311,33,114.4,False,"[[308.64, 166.56], [308.64, 177.12], [329.64, 181.68], [349.92, 193.8], [354.24, 213.6], [375.72, 227.04], [385.8, 218.64]]",actual,11.44,0.059564,0.409697,0.00037374,20.0,04,
L0125,30121,30131,66,76.44,False,"[[318.84, 247.56], [320.88, 246.0], [323.52, 250.68], [342.12, 243.6], [369.36, 246.72], [387.36, 257.88]]",actual,7.644,0.005264,0.06721,0.00091235,50.0,04,
L0126,30123,30124,66,12.36,False,"[[229.8, 438.0], [217.44, 438.0]]",actual,1.236,0.000851,0.010867,0.00014752,50.0,04,
L0127,30124,30295,66,13.679,False,"[[219.12, 439.44], [217.32, 453.0]]",actual,1.3679,0.000942,0.012027,0.00016326,50.0,04,
L0128,30124,30313,33,38.07,False,"[[183.84, 444.84], [183.966, 444.552], [184.092, 444.264], [184.218, 443.976], [184.345, 443.689], [184.472, 443.402], [184.599, 443.115], [184.727, 442.829], [184.856, 442.544], [184.985, 442.259], [185.115, 441.975], [185.246, 441.692], [185.378, 441.41], [185.511, 441.129], [185.645, 440.849], [185.781, 440.571], [185.917, 440.293], [186.056, 440.018], [186.195, 439.743], [186.337, 439.471], [186.48, 439.2], [190.32, 438.72], [210.72, 444.0], [216.0, 439.56]]",actual,3.807,0.019822,0.136339,0.00012437,20.0,04,
424J,30125,30126,66,14.64,False,"[[364.08, 925.8], [357.24, 925.8], [357.24, 933.6]]",actual,1.464,0.001008,0.012872,0.00017473,50.0,04,
L0129,30129,30130,66,35.037,False,"[[200.04, 253.2], [202.32, 258.24], [205.2, 255.24], [208.68, 254.88], [211.8, 257.4], [216.0, 255.48], [221.28, 255.96], [221.76, 258.12], [227.04, 260.28]]",actual,3.5037,0.002413,0.030806,0.00041818,50.0,04,
L0130,30134,30135,66,13.732,False,"[[479.16, 545.76], [480.24, 536.76], [484.68, 535.32]]",actual,1.3732,0.000946,0.012074,0.0001639,50.0,04,
L0131,30136,30137,66,22.461,False,"[[504.72, 564.72], [515.76, 584.28]]",actual,2.2461,0.001547,0.019749,0.00026808,50.0,04,
495B,30140,30141,66,21.72,False,"[[387.96, 616.32], [387.96, 628.44], [378.36, 628.44]]",actual,2.172,0.001496,0.019097,0.00025924,50.0,04,
L0132,30144,30145,66,33.735,False,"[[348.6, 462.24], [353.52, 460.56], [356.76, 465.36], [365.64, 467.04], [370.44, 479.88]]",actual,3.3735,0.002323,0.029661,0.00040264,50.0,04,
L0133,30147,30148,66,13.576,False,"[[647.04, 543.24], [648.96, 556.68]]",actual,1.3576,0.000935,0.011937,0.00016204,50.0,04,
L0134,30149,30150,66,15.031,False,"[[362.28, 837.12], [372.48, 848.16]]",actual,1.5031,0.001035,0.013216,0.0001794,50.0,04,
L0135,30155,30156,66,22.318,False,"[[491.16, 304.44], [475.56, 320.4]]",actual,2.2318,0.001537,0.019623,0.00026638,50.0,04,
L0136,30158,30159,66,70.234,False,"[[421.8, 332.4], [441.6, 332.4], [448.2, 338.16], [456.84, 348.84], [461.88, 355.2], [469.8, 358.92], [474.24, 359.88], [470.4, 365.16]]",actual,7.0234,0.004837,0.061753,0.00083827,50.0,04,
L0137,30163,30164,66,29.637,False,"[[711.72, 582.96], [716.52, 576.24], [716.631, 576.166], [716.919, 576.021], [717.369, 575.811], [717.969, 575.542], [718.702, 575.22], [719.557, 574.851], [720.518, 574.442], [721.571, 573.997], [722.704, 573.525], [723.9, 573.03], [725.147, 572.519], [726.43, 571.998], [727.736, 571.473], [729.049, 570.95], [730.357, 570.435], [731.646, 569.935], [732.9, 569.455], [734.107, 569.002], [735.251, 568.581], [736.32, 568.2]]",actual,2.9637,0.002041,0.026058,0.00035373,50.0,04,
L0138,30165,30166,66,12.245,False,"[[738.96, 635.64], [751.2, 636.0]]",actual,1.2245,0.000843,0.010766,0.00014615,50.0,04,
L0139,30167,30168,66,10.845,False,"[[632.16, 491.28], [642.0, 495.84]]",actual,1.0845,0.000747,0.009535,0.00012944,50.0,04,
L0140,30170,30171,66,12.24,False,"[[406.8, 246.84], [406.8, 259.08]]",actual,1.224,0.000843,0.010762,0.00014609,50.0,04,
L0141,30173,30174,66,10.003,False,"[[348.48, 493.08], [338.64, 491.28]]",actual,1.0003,0.000689,0.008795,0.00011939,50.0,04,
L0142,30175,30176,66,12.96,False,"[[330.96, 565.2], [318.0, 565.2]]",actual,1.296,0.000893,0.011395,0.00015468,50.0,04,
423D,30177,30178,66,23.64,False,"[[370.2, 991.921], [393.84, 991.921]]",actual,2.364,0.001628,0.020785,0.00028215,50.0,04,
L0143,30179,30180,66,44.101,False,"[[263.16, 920.88], [257.04, 916.8], [249.36, 916.92], [243.96, 921.48], [243.613, 921.341], [243.055, 921.112], [242.31, 920.802], [241.402, 920.421], [240.352, 919.98], [239.186, 919.488], [237.927, 918.957], [236.597, 918.395], [235.22, 917.812], [233.82, 917.22], [232.42, 916.628], [231.043, 916.045], [229.713, 915.483], [228.454, 914.952], [227.287, 914.46], [226.238, 914.019], [225.33, 913.638], [224.585, 913.328], [224.027, 913.099], [223.68, 912.96]]",actual,4.4101,0.003037,0.038776,0.00052636,50.0,04,
432E,30184,30185,66,11.283,False,"[[168.6, 963.481], [178.92, 968.041]]",actual,1.1283,0.000777,0.009921,0.00013467,50.0,04,
432P,30188,30193,66,25.724,False,"[[112.56, 989.161], [101.04, 999.121], [105.0, 1008.841]]",actual,2.5724,0.001772,0.022618,0.00030703,50.0,04,
482L,30190,30191,66,10.393,False,"[[450.84, 580.2], [444.72, 588.6]]",actual,1.0393,0.000716,0.009138,0.00012405,50.0,04,
L0144,30197,30198,66,11.17,False,"[[366.6, 539.16], [377.76, 539.64]]",actual,1.117,0.000769,0.009821,0.00013332,50.0,04,
L0145,30203,30204,66,19.193,False,"[[331.8, 795.0], [325.8, 802.8], [330.96, 810.6]]",actual,1.9193,0.001322,0.016875,0.00022908,50.0,04,
L0146,30203,30215,66,10.833,False,"[[318.96, 794.04], [329.76, 793.2]]",actual,1.0833,0.000746,0.009525,0.0001293,50.0,04,
L0147,30204,30207,66,20.868,False,"[[321.6, 824.04], [321.6, 818.76], [330.48, 819.48], [336.84, 817.44]]",actual,2.0868,0.001437,0.018348,0.00024907,50.0,04,
L0148,30204,30224,66,13.35,False,"[[336.84, 817.92], [338.64, 825.24], [338.721, 825.451], [338.786, 825.686], [338.837, 825.943], [338.874, 826.219], [338.901, 826.511], [338.918, 826.817], [338.927, 827.133], [338.93, 827.458], [338.929, 827.787], [338.925, 828.12], [338.92, 828.453], [338.916, 828.782], [338.915, 829.107], [338.918, 829.423], [338.927, 829.729], [338.943, 830.021], [338.969, 830.297], [339.006, 830.554], [339.056, 830.789], [339.12, 831.0]]",actual,1.335,0.000919,0.011738,0.00015934,50.0,04,
L0149,30205,30210,66,33.953,False,"[[442.44, 711.96], [441.48, 720.6], [426.36, 721.92], [426.12, 732.0]]",actual,3.3953,0.002338,0.029853,0.00040524,50.0,04,
421A,30207,30330,66,34.714,False,"[[291.732, 815.678], [317.64, 818.28], [317.748, 818.617], [317.856, 818.979], [317.964, 819.362], [318.072, 819.764], [318.18, 820.183], [318.288, 820.616], [318.396, 821.06], [318.504, 821.513], [318.612, 821.972], [318.72, 822.435], [318.828, 822.899], [318.936, 823.36], [319.044, 823.818], [319.152, 824.268], [319.26, 824.709], [319.368, 825.138], [319.476, 825.552], [319.584, 825.949], [319.692, 826.326], [319.8, 826.68]]",actual,3.4714,0.002391,0.030522,0.00041433,50.0,04,
L0150,30208,30210,66,30.12,False,"[[438.84, 681.0], [438.84, 695.04], [440.76, 695.04], [440.76, 709.2]]",actual,3.012,0.002074,0.026483,0.0003595,50.0,04,
L0151,30208,30210,66,29.171,False,"[[433.08, 686.64], [433.08, 697.44], [436.08, 697.44], [437.28, 706.68], [441.12, 711.36]]",actual,2.9171,0.002009,0.025649,0.00034817,50.0,04,
L0152,30209,30210,66,47.052,False,"[[457.32, 665.64], [446.64, 675.0], [442.92, 707.64]]",actual,4.7052,0.00324,0.04137,0.00056159,50.0,04,
L0153,30210,30220,66,22.116,False,"[[441.12, 710.4], [449.04, 713.52], [449.064, 713.664], [449.1, 713.808], [449.145, 713.952], [449.199, 714.096], [449.261, 714.24], [449.329, 714.384], [449.403, 714.528], [449.48, 714.672], [449.559, 714.816], [449.64, 714.96], [449.721, 715.104], [449.8, 715.248], [449.877, 715.392], [449.951, 715.536], [450.019, 715.68], [450.081, 715.824], [450.135, 715.968], [450.18, 716.112], [450.216, 716.256], [450.24, 716.4], [453.84, 716.4], [459.36, 712.32]]",actual,2.2116,0.001523,0.019445,0.00026396,50.0,04,
481D,30210,30221,66,32.577,False,"[[444.84, 709.92], [451.56, 690.12], [458.16, 689.52], [458.16, 689.772], [458.16, 690.024], [458.16, 690.276], [458.16, 690.528], [458.16, 690.78], [458.16, 691.032], [458.16, 691.284], [458.16, 691.536], [458.16, 691.788], [458.16, 692.04], [458.16, 692.292], [458.16, 692.544], [458.16, 692.796], [458.16, 693.048], [458.16, 693.3], [458.16, 693.552], [458.16, 693.804], [458.16, 694.056], [458.16, 694.308], [458.16, 694.56]]",actual,3.2577,0.002244,0.028643,0.00038882,50.0,04,
484A,30210,30305,66,17.057,False,"[[442.8, 711.48], [446.16, 716.52], [446.181, 716.681], [446.209, 716.875], [446.243, 717.097], [446.282, 717.345], [446.325, 717.613], [446.372, 717.899], [446.421, 718.199], [446.473, 718.509], [446.526, 718.826], [446.58, 719.145], [446.634, 719.463], [446.687, 719.777], [446.739, 720.083], [446.788, 720.376], [446.835, 720.654], [446.878, 720.913], [446.917, 721.149], [446.951, 721.357], [446.979, 721.536], [447.0, 721.68], [452.76, 722.04]]",actual,1.7057,0.001175,0.014997,0.00020358,50.0,04,
L0154,30212,30219,66,11.695,False,"[[293.76, 658.44], [291.96, 661.2], [291.96, 669.6]]",actual,1.1695,0.000805,0.010283,0.00013958,50.0,04,
L0155,30213,30216,66,17.18,False,"[[376.92, 771.72], [376.08, 768.36], [370.56, 761.52], [370.562, 761.268], [370.567, 761.016], [370.575, 760.764], [370.585, 760.513], [370.597, 760.262], [370.612, 760.011], [370.628, 759.761], [370.644, 759.512], [370.662, 759.263], [370.68, 759.015], [370.698, 758.768], [370.716, 758.522], [370.732, 758.277], [370.748, 758.033], [370.762, 757.791], [370.775, 757.549], [370.785, 757.31], [370.793, 757.071], [370.798, 756.835], [370.8, 756.6]]",actual,1.718,0.001183,0.015105,0.00020505,50.0,04,
L0156,30216,30222,66,30.135,False,"[[426.6, 762.0], [396.48, 761.04]]",actual,3.0135,0.002075,0.026496,0.00035967,50.0,04,
482M,30216,30227,66,11.588,False,"[[372.84, 717.72], [384.0, 714.6]]",actual,1.1588,0.000798,0.010189,0.00013831,50.0,04,
442B,30216,30229,66,35.319,False,"[[395.4, 742.08], [397.56, 747.48], [396.84, 761.52], [393.84, 769.32], [400.08, 772.68]]",actual,3.5319,0.002432,0.031054,0.00042155,50.0,04,
L0157,30217,30218,66,10.047,False,"[[296.04, 792.6], [306.0, 791.28]]",actual,1.0047,0.000692,0.008834,0.00011992,50.0,04,
L0158,30225,30226,66,26.598,False,"[[312.0, 654.0], [334.44, 668.28]]",actual,2.6598,0.001832,0.023386,0.00031746,50.0,04,
L0159,30226,30228,66,28.036,False,"[[334.2, 668.28], [361.92, 672.48]]",actual,2.8036,0.001931,0.024651,0.00033462,50.0,04,
L0160,30227,30228,66,48.417,False,"[[361.8, 672.48], [384.36, 715.32]]",actual,4.8417,0.003335,0.042571,0.00057788,50.0,04,
L0161,30230,30231,66,12.229,False,"[[267.84, 756.24], [276.12, 765.24]]",actual,1.2229,0.000842,0.010752,0.00014596,50.0,04,
L0162,30232,30238,66,14.083,False,"[[291.6, 692.04], [283.2, 692.88], [279.72, 697.32]]",actual,1.4083,0.00097,0.012382,0.00016809,50.0,04,
L0163,30232,30238,66,14.691,False,"[[291.96, 693.12], [285.48, 694.8], [284.28, 698.4], [280.08, 698.52]]",actual,1.4691,0.001012,0.012917,0.00017534,50.0,04,
L0164,30233,30234,66,28.793,False,"[[281.52, 745.32], [308.4, 735.0]]",actual,2.8793,0.001983,0.025316,0.00034366,50.0,04,
L0165,30234,30309,66,29.988,False,"[[298.68, 727.92], [326.88, 717.72]]",actual,2.9988,0.002065,0.026367,0.00035792,50.0,04,
L0166,30239,30240,66,10.736,False,"[[252.12, 719.4], [257.16, 709.92]]",actual,1.0736,0.000739,0.00944,0.00012814,50.0,04,
L0167,30245,30246,66,13.193,False,"[[362.16, 427.92], [355.44, 429.72], [354.24, 435.84]]",actual,1.3193,0.000909,0.0116,0.00015746,50.0,04,
4705,30248,30249,66,66.163,False,"[[525.72, 719.4], [557.28, 727.8], [562.44, 748.8], [574.32, 748.8]]",actual,6.6163,0.004557,0.058174,0.00078968,50.0,04,
L0168,30249,30282,66,65.47,False,"[[571.92, 748.32], [600.84, 748.92], [635.52, 737.4]]",actual,6.547,0.004509,0.057564,0.00078141,50.0,04,
453A,30250,30251,66,23.996,False,"[[643.08, 835.68], [635.52, 845.4], [642.0, 855.12]]",actual,2.3996,0.001653,0.021098,0.0002864,50.0,04,
L0169,30250,30257,66,14.561,False,"[[627.6, 835.08], [642.0, 832.92]]",actual,1.4561,0.001003,0.012803,0.00017379,50.0,04,
494C,30252,30253,66,53.357,False,"[[596.28, 637.44], [582.12, 685.44], [580.44, 685.92], [582.0, 685.8]]",actual,5.3357,0.003675,0.046914,0.00063684,50.0,04,
411D,30252,30254,66,22.503,False,"[[598.44, 642.6], [596.76, 665.04]]",actual,2.2503,0.00155,0.019786,0.00026858,50.0,04,
494A,30252,30272,66,30.653,False,"[[598.92, 638.64], [615.84, 664.2]]",actual,3.0653,0.002111,0.026952,0.00036586,50.0,04,
492A,30254,30265,66,17.067,False,"[[596.76, 666.24], [591.12, 669.72], [591.12, 680.16]]",actual,1.7067,0.001175,0.015006,0.0002037,50.0,04,
463B,30258,30259,66,39.063,False,"[[724.2, 769.08], [705.12, 766.44], [705.12, 776.28], [705.0, 786.24]]",actual,3.9063,0.00269,0.034346,0.00046623,50.0,04,
L0170,30259,30276,66,39.723,False,"[[724.56, 806.88], [719.88, 803.64], [725.04, 792.6], [724.2, 784.92], [726.48, 778.56], [724.08, 771.6]]",actual,3.9723,0.002736,0.034926,0.00047411,50.0,04,
462B,30260,30261,66,12.349,False,"[[703.68, 754.56], [703.691, 755.003], [703.724, 755.499], [703.775, 756.043], [703.842, 756.628], [703.924, 757.249], [704.017, 757.899], [704.12, 758.574], [704.229, 759.266], [704.343, 759.97], [704.46, 760.68], [704.577, 761.39], [704.691, 762.094], [704.8, 762.786], [704.903, 763.461], [704.996, 764.111], [705.078, 764.732], [705.145, 765.317], [705.196, 765.861], [705.229, 766.357], [705.24, 766.8]]",actual,1.2349,0.00085,0.010858,0.00014739,50.0,04,
L0171,30260,30261,66,17.16,False,"[[711.72, 750.12], [711.72, 750.66], [711.72, 751.3], [711.72, 752.03], [711.72, 752.838], [711.72, 753.712], [711.72, 754.643], [711.72, 755.618], [711.72, 756.627], [711.72, 757.658], [711.72, 758.7], [711.72, 759.742], [711.72, 760.773], [711.72, 761.782], [711.72, 762.757], [711.72, 763.688], [711.72, 764.562], [711.72, 765.37], [711.72, 766.1], [711.72, 766.74], [711.72, 767.28]]",actual,1.716,0.001182,0.015088,0.00020481,50.0,04,
L0172,30261,30262,66,15.112,False,"[[721.32, 754.56], [713.16, 767.28]]",actual,1.5112,0.001041,0.013287,0.00018037,50.0,04,
453D,30263,30264,66,12.709,False,"[[599.16, 833.4], [611.64, 831.0]]",actual,1.2709,0.000875,0.011174,0.00015169,50.0,04,
471A,30266,30267,66,10.451,False,"[[697.08, 716.52], [688.44, 722.4]]",actual,1.0451,0.00072,0.009189,0.00012474,50.0,04,
L0173,30268,30274,66,14.641,False,"[[694.08, 739.92], [708.24, 736.2]]",actual,1.4641,0.001008,0.012873,0.00017475,50.0,04,
442D,30269,30270,66,28.2,False,"[[752.76, 793.92], [751.017, 793.904], [749.378, 793.891], [747.834, 793.881], [746.371, 793.874], [744.979, 793.869], [743.645, 793.867], [742.358, 793.867], [741.106, 793.868], [739.877, 793.871], [738.66, 793.875], [737.443, 793.88], [736.214, 793.885], [734.962, 793.891], [733.675, 793.897], [732.341, 793.903], [730.949, 793.909], [729.486, 793.913], [727.942, 793.917], [726.303, 793.919], [724.56, 793.92]]",actual,2.82,0.001942,0.024795,0.00033658,50.0,04,
491B,30272,30273,66,34.294,False,"[[615.48, 663.84], [646.32, 678.84]]",actual,3.4294,0.002362,0.030153,0.00040931,50.0,04,
491C,30273,30275,66,35.47,False,"[[645.96, 678.84], [681.12, 683.52]]",actual,3.547,0.002443,0.031187,0.00042335,50.0,04,
491E,30274,30275,66,59.361,False,"[[680.88, 683.52], [708.24, 736.2]]",actual,5.9361,0.004088,0.052193,0.0007085,50.0,04,
L0174,30278,30279,66,27.574,False,"[[583.92, 769.68], [590.28, 766.08], [610.08, 761.76]]",actual,2.7574,0.001899,0.024244,0.00032911,50.0,04,
L0175,30279,30281,66,11.286,False,"[[605.76, 751.08], [612.24, 760.32]]",actual,1.1286,0.000777,0.009923,0.0001347,50.0,04,
471B,30281,30282,66,33.68,False,"[[601.8, 752.4], [633.36, 740.64]]",actual,3.368,0.00232,0.029613,0.00040199,50.0,04,
472A,30282,30292,66,19.92,False,"[[613.44, 736.56], [633.36, 736.68]]",actual,1.992,0.001372,0.017515,0.00023775,50.0,04,
473C,30289,30290,66,10.817,False,"[[552.84, 742.68], [558.84, 733.68]]",actual,1.0817,0.000745,0.009511,0.00012911,50.0,04,
425F,30293,30294,66,13.681,False,"[[233.76, 835.68], [230.64, 822.36]]",actual,1.3681,0.000942,0.012029,0.00016329,50.0,04,
L0176,30299,30300,66,13.594,False,"[[274.44, 1063.441], [288.0, 1062.481]]",actual,1.3594,0.000936,0.011952,0.00016225,50.0,04,
L0177,30301,30302,66,31.19,False,"[[513.0, 315.12], [500.28, 327.36], [502.08, 332.04], [510.6, 332.28]]",actual,3.119,0.002148,0.027424,0.00037227,50.0,04,
L0178,30303,30304,66,22.56,False,"[[492.24, 1011.841], [514.8, 1011.841]]",actual,2.256,0.001554,0.019836,0.00026926,50.0,04,
L0179,30306,30307,66,15.36,False,"[[148.44, 1025.401], [163.8, 1025.281]]",actual,1.536,0.001058,0.013505,0.00018333,50.0,04,
